Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.06,11.58,5.72,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,West Bengal,Jalpaiguri,East,India,18-10-2013,20-10-2013,51.91,19,224.24
Low,0.0001,58.14,36.61,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Maharashtra,Sangli,West,India,19-10-2013,23-10-2013,-212.01,6,384.59
Low,0.09,449.99,49,Delivery Truck,Stand Alone Restaurants,Canned Foods,Wild Berry,Jumbo Drum,Maharashtra,Sangli,West,India,19-10-2013,19-10-2013,999.865,9,3685.42
High,0.05,4.48,49,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Large Box,Karnataka,Belgaum,South,India,19-10-2013,23-10-2013,292.302,2,33.61
High,0.1,19.98,8.68,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Gujarat,Jamnagar,West,India,19-10-2013,21-10-2013,11.6178,15,293.1
High,0.1,5.28,6.26,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,West Bengal,Bankura,East,India,20-10-2013,22-10-2013,-113.204,26,136.69
Medium,0.01,65.99,2.5,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,West Bengal,Bankura,East,India,20-10-2013,22-10-2013,-37.4969,23,1353.84
Critical,0.05,43.98,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Ranchi,North,India,20-10-2013,21-10-2013,593.8761,20,860.69
Medium,0.04,599.99,24.49,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,Telangana,Mahbubnagar,South,India,20-10-2013,22-10-2013,16.338,22,13685.53
High,0.08,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Kerala,Kottayam,South,India,22-10-2013,24-10-2013,-57.75,23,488.88
High,0.04,4.73,1.52,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,West Bengal,Medinipur,East,India,23-10-2013,23-10-2013,11.046,16,75.62
High,0.03,15.67,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Uttar Pradesh,Baghpat,North,India,23-10-2013,24-10-2013,12.5,3,48.34
High,0.01,11.66,8.99,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Rewa,West,India,24-10-2013,26-10-2013,-44.33,17,225.14
High,0.02,3.29,1.35,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Madhya Pradesh,Rewa,West,India,24-10-2013,26-10-2013,11.23,44,154.63
Critical,0.01,6.24,5.22,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Telangana,Mahbubnagar,South,India,24-10-2013,26-10-2013,23.514,3,27.14
High,0.02,14.45,7.17,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Chhattisgarh,Durg,North,India,24-10-2013,25-10-2013,28.458,13,197.03
High,0.08,5.28,5.66,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Tenkasi,South,India,25-10-2013,26-10-2013,-107.2,20,105.88
High,0.0001,9.11,2.15,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Bihar,Khagaria,North,India,26-10-2013,26-10-2013,-3.234,12,114.11
High,0.08,5.28,5.85,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Khagaria,North,India,26-10-2013,27-10-2013,68.97,10,54.57
High,0.06,19.98,4,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Karnataka,Bijapur,South,India,26-10-2013,27-10-2013,190.5207,15,297.87
High,0.05,5.78,7.96,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Karnataka,Bijapur,South,India,26-10-2013,26-10-2013,-19.992,23,139.39
High,0.07,21.38,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,West Bengal,Barasat,East,India,27-10-2013,28-10-2013,169.439,14,279.98
Critical,0.03,113.64,35,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Andhra Pradesh,Nellore,South,India,27-10-2013,28-10-2013,-530.68,11,1268.16
High,0.0001,14.45,7.17,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Uttar Pradesh,Kannauj,North,India,28-10-2013,28-10-2013,53.312,20,301.44
High,0.1,100.97,14,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,Jharkhand,Ranchi,North,India,28-10-2013,31-10-2013,1667.8887,26,2417.23
High,0.02,18.97,9.54,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Nagapattinam,South,India,28-10-2013,30-10-2013,80.832,23,458.34
Low,0.04,100.98,35.84,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Ghaziabad,North,India,29-10-2013,31-10-2013,-159.21,34,3438.06
Not Specified,0.05,320.64,43.57,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Rajasthan,Rajsamand,West,India,29-10-2013,29-10-2013,1881.76,22,6724.2
High,0.07,3.29,1.35,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Kerala,Kannur,South,India,30-10-2013,30-10-2013,-969.948,2,7.08
High,0.0001,15.73,7.42,Express Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,Kerala,Kannur,South,India,30-10-2013,31-10-2013,213.888,20,341.74
High,0.06,34.76,8.22,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Kerala,Kannur,South,India,30-10-2013,01-11-2013,-847.5236,5,175.65
High,0.08,8.74,8.29,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Chhattisgarh,Kanker,North,India,31-10-2013,31-10-2013,5.052,26,219.73
Medium,0.07,1.74,4.08,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Varanasi,North,India,31-10-2013,31-10-2013,-113.86,20,36.45
High,0.02,6.48,10.05,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Bharatpur,West,India,31-10-2013,01-11-2013,-42.028,13,88.61
Critical,0.0001,22.98,7.58,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Gujarat,Surendranagar,West,India,01-11-2013,02-11-2013,466.38592,41,1005.62
High,0.04,3.75,7.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Andhra Pradesh,Rajampet,South,India,02-11-2013,03-11-2013,91.3152,36,142.83
Not Specified,0.01,65.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Kerala,Trichur,South,India,02-11-2013,04-11-2013,847.943712,29,1730.04
High,0.0001,20.99,0.99,Express Air,Personel Usage,Canned Foods,Quail Eggs,Wrap Bag,Madhya Pradesh,Rewa,West,India,03-11-2013,04-11-2013,435.951,151,2924.85
High,0.07,810.98,16.06,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Robertsganj,North,India,04-11-2013,05-11-2013,901.6313904,3,2421.02
Medium,0.06,17.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Jammu And Kashmir,Udhampur,North,India,05-11-2013,07-11-2013,-1654.394,7,120.21
Medium,0.01,12.99,14.37,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,Punjab,Sangrur,West,India,05-11-2013,05-11-2013,46.81296,12,169.13
High,0.02,5.28,5.66,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,07-11-2013,08-11-2013,-93.78,137,764.75
High,0.02,5.28,5.66,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Bilaspur,North,India,07-11-2013,08-11-2013,228.7008,34,189.79
High,0.08,17.52,8.17,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Medium Box,Uttar Pradesh,Kanpur,North,India,08-11-2013,08-11-2013,-20.1089,23,400.19
Medium,0.0001,20.95,4,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Kanpur,North,India,08-11-2013,09-11-2013,42.48,5,117.13
High,0.05,10.23,4.68,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Small Pack,West Bengal,Jangipur,East,India,09-11-2013,10-11-2013,10.9736,17,179.31
High,0.07,8.69,2.99,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Gujarat,Surendranagar,West,India,11-11-2013,20-11-2013,162.022784,37,321.52
Medium,0.09,26.31,5.89,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Gujarat,Jamnagar,West,India,12-11-2013,13-11-2013,42.234,9,229.4
High,0.07,2.08,2.56,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Small Pack,Karnataka,Tumkur,South,India,12-11-2013,13-11-2013,38.34032,44,92.52
High,0.01,140.99,13.99,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Andhra Pradesh,Nellore,South,India,14-11-2013,14-11-2013,4472.649,43,6482.1
High,0.0001,3.89,7.01,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Aurangabad,North,India,15-11-2013,16-11-2013,7.587792,3,18.91
High,0.01,88.84,20.79,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Bihar,Aurangabad,North,India,15-11-2013,16-11-2013,405.5406,6,587.74
High,0.02,115.99,5.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Bihar,Aurangabad,North,India,15-11-2013,16-11-2013,49.044336,9,921.75
High,0.09,19.98,5.97,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Begusarai,North,India,15-11-2013,15-11-2013,370.53632,33,617.32
Low,0.09,20.99,0.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Wrap Bag,Maharashtra,Latur,West,India,16-11-2013,16-11-2013,-344.694,18,306.86
Medium,0.04,70.89,89.3,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Tamil Nadu,Krishnagiri,South,India,16-11-2013,17-11-2013,85.45024,3,246.2
High,0.02,2.88,0.7,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Sikar,West,India,16-11-2013,19-11-2013,76.31008,44,134.75
Not Specified,0.05,280.98,57,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Hoshangabad,West,India,17-11-2013,19-11-2013,207.988,5,1475.58
High,0.09,14.03,9.37,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Hoshangabad,West,India,17-11-2013,18-11-2013,105.15168,43,562.88
High,0.06,3.08,0.5,Express Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Lucknow,North,India,17-11-2013,18-11-2013,77.1282,33,111.78
Low,0.1,146.05,80.2,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Kerala,Kottayam,South,India,18-11-2013,25-11-2013,353.77216,11,1591.71
High,0.04,500.98,28.14,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Jharkhand,Lohardaga,North,India,19-11-2013,21-11-2013,366.858,39,19882.09
High,0.07,4.13,5.04,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Telangana,Mahbubnagar,South,India,20-11-2013,20-11-2013,-2115.2397,39,166.35
Critical,0.05,262.11,62.74,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Tamil Nadu,Tiruchchirappalli,South,India,21-11-2013,23-11-2013,343.39248,24,6031.88
High,0.07,10.06,2.06,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Baghpat,North,India,22-11-2013,22-11-2013,78.05,97,933.07
Low,0.0001,205.99,8.99,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Bulandshahr,North,India,22-11-2013,29-11-2013,195.991488,11,2033.98
High,0.02,35.48,35,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Large Box,West Bengal,Ranaghat,East,India,23-11-2013,24-11-2013,142.13248,8,312.05
Low,0.07,5.47,5.26,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Gwalior,West,India,24-11-2013,26-11-2013,4894.62,32,175.73
High,0.09,4.06,6.89,Express Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Haryana,Hisar,North,India,24-11-2013,29-11-2013,583.74,6,36.57
High,0.01,35.44,5.09,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Haryana,Hisar,North,India,24-11-2013,28-11-2013,-37.408,16,582.74
Low,0.01,113.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Jharkhand,Giridih,North,India,24-11-2013,29-11-2013,-17.332,11,1343.22
Not Specified,0.04,152.48,4,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Azamgarh,North,India,25-11-2013,26-11-2013,606.144,41,6001.62
High,0.06,31.98,6.72,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Maharashtra,Akola,West,India,26-11-2013,27-11-2013,-216.23,14,426.74
High,0.01,2.88,0.99,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Tamil Nadu,Madurai,South,India,26-11-2013,27-11-2013,-146.2538,23,69.08
High,0.04,10.14,2.27,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Tamil Nadu,Madurai,South,India,26-11-2013,27-11-2013,-78.1242,4,42.77
Not Specified,0.07,8.09,7.96,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Tamil Nadu,Sivaganga,South,India,26-11-2013,29-11-2013,63.48448,36,291.56
Not Specified,0.03,20.99,1.25,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Pack,Tamil Nadu,Sivaganga,South,India,26-11-2013,27-11-2013,43.271712,9,158.27
High,0.06,7.98,1.25,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Bihar,Jamui,North,India,26-11-2013,27-11-2013,5.07,14,112.49
Medium,0.02,65.99,5.26,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Gujarat,Jamnagar,West,India,27-11-2013,29-11-2013,2.646,41,2370.52
Medium,0.07,160.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Kerala,Kasaragod,South,India,28-11-2013,30-11-2013,747.55296,23,3538.77
Medium,0.0001,120.97,7.11,Express Air,Personel Usage,Canned Foods,Sliced Pineapple,Medium Box,Kerala,Kasaragod,South,India,28-11-2013,30-11-2013,2049.0102,23,2969.58
High,0.1,6.48,9.54,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,West Bengal,Bankura,East,India,28-11-2013,30-11-2013,20.652,4,34.27
High,0.02,2.21,1,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Varanasi ,North,India,28-11-2013,30-11-2013,-62.062,32,72.97
Not Specified,0.04,33.94,19.19,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Jharkhand,Khunti,North,India,29-11-2013,30-11-2013,144.69,14,504.88
High,0.0001,70.97,3.5,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Kerala,Pathanamthitta,South,India,30-11-2013,02-12-2013,30.2296,3,212.91
High,0.08,37.94,5.08,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Kerala,Pathanamthitta,South,India,30-11-2013,01-12-2013,804.7263,32,1166.27
Not Specified,0.06,2036.48,14.7,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Maharashtra,Hingoli,West,India,30-11-2013,02-12-2013,2251.573642,3,5972.59
Critical,0.06,596.98,14.7,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Rajasthan,Jodhpur,West,India,02-12-2013,04-12-2013,-28.35,16,9158.15
Not Specified,0.04,8.34,0.96,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Maharashtra,Ramtek,West,India,02-12-2013,03-12-2013,-2.9568,1,8.49
Not Specified,0.04,110.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Maharashtra,Ramtek,West,India,02-12-2013,02-12-2013,1406.8272,21,2038.88
High,0.08,3.81,5.44,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Telangana,Nizamabad,South,India,04-12-2013,06-12-2013,-45.560424,18,65.89
Critical,0.03,6.24,5.22,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Telangana,Nizamabad,South,India,04-12-2013,04-12-2013,-21.74592,13,86.12
Critical,0.01,4.86,7.1,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Telangana,Nizamabad,South,India,04-12-2013,06-12-2013,-55.58112,21,109.73
High,0.05,4.98,4.7,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Telangana,Nizamabad,South,India,04-12-2013,05-12-2013,-22.19616,21,109.71
Low,0.0001,170.98,13.99,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Bihar,Jhanjharpur,North,India,05-12-2013,12-12-2013,647.7627,30,5516.44
Low,0.06,55.5,52.2,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Medium Box,Andhra Pradesh,Nandyal,South,India,05-12-2013,05-12-2013,-93.78432,6,357.9
Low,0.0001,227.55,32.48,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Nandyal,South,India,05-12-2013,09-12-2013,2807.28448,24,5587.01
Medium,0.03,1938.02,13.99,Express Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Bihar,Purnia,North,India,05-12-2013,06-12-2013,899.964,3,5822.62
High,0.05,6.48,5.84,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Purnia,North,India,05-12-2013,06-12-2013,-30.6544,16,109.39
High,0.09,5.4,7.78,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,06-12-2013,08-12-2013,-69.529,28,174.46
High,0.04,11.34,5.01,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Unnao,North,India,06-12-2013,11-12-2013,90.33856,14,167.2
Critical,0.03,259.71,66.67,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Robertsganj,North,India,07-12-2013,10-12-2013,843.16544,13,3439.28
Medium,0.05,535.64,14.7,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Jharkhand,Khunti,North,India,07-12-2013,09-12-2013,226.686,1,534.3
High,0.05,122.99,19.99,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,08-12-2013,11-12-2013,1169.7105,54,6781.02
Not Specified,0.06,8.33,1.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Rajmahal,North,India,08-12-2013,09-12-2013,-124.5335,4,32.77
High,0.01,34.99,7.73,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Small Box,Jharkhand,Rajmahal,North,India,08-12-2013,10-12-2013,-53.2994,5,185.73
High,0.08,7.28,11.15,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Guna,West,India,09-12-2013,10-12-2013,-93.03168,20,142.35
Critical,0.08,424.21,110.2,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Guna,West,India,09-12-2013,10-12-2013,-233.29488,6,2443.57
Critical,0.09,200.99,8.08,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Guna,West,India,09-12-2013,10-12-2013,2482.3647,22,3597.63
Medium,0.06,1500.97,29.7,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Hathras,North,India,09-12-2013,11-12-2013,17.256,2,3047.57
Medium,0.06,80.97,30.06,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Box,Uttar Pradesh,Hathras,North,India,09-12-2013,12-12-2013,-45.682,23,1888.14
Medium,0.09,65.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Hathras,North,India,09-12-2013,11-12-2013,-51.856,15,769.6
High,0.02,18.94,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Kolhapur,West,India,10-12-2013,11-12-2013,192.1098,15,278.42
High,0.05,122.99,19.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Kolhapur,West,India,10-12-2013,12-12-2013,1264.5699,15,1832.71
High,0.0001,1.14,0.7,Express Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Maharashtra,Kolhapur,West,India,10-12-2013,12-12-2013,4.67584,7,10.48
High,0.09,3.69,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Kerala,Palghat,South,India,11-12-2013,12-12-2013,37.3704,15,54.16
High,0.06,65.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Kerala,Palghat,South,India,11-12-2013,12-12-2013,-85.606752,3,170.67
High,0.04,30.98,19.51,Express Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Tamil Nadu,Pollachi,South,India,11-12-2013,18-12-2013,-28.48272,21,632.23
High,0.09,11.5,7.19,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,12-12-2013,14-12-2013,-50.209,94,1066.94
High,0.09,2.98,2.03,Express Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,12-12-2013,14-12-2013,-22.32,42,123.88
Critical,0.1,150.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Faizabad,North,India,12-12-2013,14-12-2013,89.6988,21,2983.03
Critical,0.04,31.76,45.51,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,13-12-2013,15-12-2013,-126.47,8,271.86
High,0.06,4.48,1.22,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Kanpur,North,India,15-12-2013,16-12-2013,-202.5541,2,9.83
High,0.09,2.88,0.7,Express Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Kanpur,North,India,15-12-2013,17-12-2013,137.8674,22,60.21
High,0.04,3.85,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Varanasi,North,India,15-12-2013,17-12-2013,24.5709,9,35.61
Not Specified,0.0001,205.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Punjab,Ludhiana,West,India,15-12-2013,16-12-2013,112.4244,3,556.79
High,0.06,43.41,2.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Meerut,North,India,16-12-2013,17-12-2013,13.896,3,129.76
Critical,0.0001,140.98,36.09,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Kerala,Kottayam,South,India,16-12-2013,17-12-2013,-58.45056,8,1214.76
High,0.1,81.32,0.99,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Baghpat,North,India,17-12-2013,19-12-2013,320.12032,7,522.56
High,0.1,10.98,5.14,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Jammu And Kashmir,Srinagar,North,India,17-12-2013,19-12-2013,-236.138,14,151.99
High,0.09,45.98,4.8,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Wrap Bag,Andhra Pradesh,Hindupur,South,India,18-12-2013,19-12-2013,384.5508,13,557.32
